Services,,,,
Ally,Conspiracy Theorist,Forsaken Lore,"Gain +2 observation during Research Encounters. Reckoning: Roll 1 die. On a 4, 5, or 6, gain 1 Clue.",
Ally,Esteemed Author,Signs of Carcosa,"You may reroll 1 die when resolving an influence test. When you gain this card from the deck or reserve, gain 1 random Tome Asset from the deck.",
Ally,Expedition Guide,Strange Remnants,"When you spend a Focus to reroll a die when resolving an observation or strength test, you may reroll up to 2 dice instead.",
Ally,Hired Muscle,Core,Gain +1 strength. You may reroll 1 die when resolving a strength test.,
Ally,Hitman,The Dreamlands,"When you gain this card from the deck or reserve, gain 1 random Weapon Asset from the deck. Roll 1 additional die when resolving a strength test during a Combat Encounter.",
Ally,Lodge Disciple,Signs of Carcosa,Gain +1 lore and +1 influence. You may reroll 1 die when resolving a lore or influence test.,
Ally,Lodge Hunter,Cities in Ruin,Gain +1 strength and +1 wil;;. You may reroll 1 die when resolving a strength or willtest.,
Ally,Lodge Physician,Signs of Carcosa,You and other investigators on your space may recover 1 additional Health or discard 1 Illness or Injury Condition when performing a Rest action.,
Ally,Lodge Researcher,Core,"If you defeat a Monster during a Combat Encounter, recover 1 Sanity and gain 1 Clue.",
Ally,Monster Hunter,Mountains of Madness,Gain +2 strength during Combat Encounters. Action: A Monster of your choice on your space loses 1 Health.,
Ally,Museum Curator,Strange Remnants,"You may reroll 1 die when resolving a test during an Expedition Encounter or a Mystic Ruins Encounter. When you gain this card from the deck or reserve, gain 1 Relic Unique Asset.",
Ally,Museum Director,Masks of Nyarlathotep,"When you gain this card from the deck or reserve, gain 1 Artifact. Roll 1 additional die when resolving a strength test during a Combat Encounter.",
Ally,Mystic Bounty Hunter,Forsaken Lore,Gain +1 strength during Combat Encounters. Gain +2 lore when resolving Spell effects.,
Ally,Personal Assistant,Core,Gain +1 influence. You may reroll 1 die when resolving an influence test.,
Ally,Private Investigator,Core,Gain +1 observation. You may reroll 1 die when resolving an observation test.,
Ally,Psychoanalyst,Under the Pyramids,"You may reroll 1 die when resolving a will test as part of a Madness Condition effect. When you perform a Rest action, recover 1 additional Sanity.",
Ally,Research Student,Forsaken Lore,"Action: Roll 1 die. On a 5 or 6, gain 1 Clue. On a 1, discard the nearest Clue on the game board.",
Ally,Security Squad,Signs of Carcosa,"When resolving a Combat Encounter, you may resolve an influence test in place of the strength test, using the same test modifier.",
Ally,Specialist,Signs of Carcosa,"Once per round, you may reroll 1 die when resolving a test. When you gain this card from the deck or reserve, gain 1 Talent Condition.",
Ally,Syndicate Agent,Forsaken Lore,Gain +2 strength during Combat Encounters. You may reroll 1 die when resolving a strength test during a Combat Encounter.,
Ally,Treasure Hunter,Under the Pyramids,Gain +1 observation and +1 strength. You may reroll 1 die when resolving an observation or strength test.,
Ally,Urban Guide,Core,"If you are on a City space, investigators on your space roll 1 additional die when resolving tests except when resolving Other World Encounters.",
Ally,Vatican Missionary,Core,Gain +1 will. You may reroll 1 die when resolving a will test.,
Ally,Witch Doctor,Core,Gain +1 Influence and +1 Will. You may reroll 1 die when resolving an Influence or Will test.,
Ally,Witch Doctor,,Investigators on your space may recover 1 additional Health or discard a Cursed Condition when performing a Rest action.,
,,,,
Unique Allies,,,,
Category,Name,Expansion,Main Effect (Front),
Unique Ally — Character,Agent Callahan,Cities in Ruin,"When you gain this card from the deck, gain 1 Agency Secrets Unique Asset. Gain +2 strength and +2 observation.",
Unique Ally — Character,Albert Wilmarth,Signs of Carcosa,"When you gain this card from the deck, gain 1 random Tome Asset from the deck. Reckoning: Roll 1 die. On a 4-6, gain 1 Clue and recover 1 Sanity.",
Unique Ally — Character,Amery Wendy-Smith,Cities in Ruin,"When you gain this card from the deck, gain 1 Tome Artifact. You may spend or lose 1 fewer Health or Sanity when resolving a Tome or Spell effect.",
Unique Ally — Character,Anna Tilton,Mountains of Madness,"When you gain this card from the deck, improve lore. You and other investigators on your space roll 1 additional die when resolving tests during Research Encounters.",
Unique Ally — Character,Asenath Waithe,Strange Remnants,"When you gain this card from the deck, gain 1 Spell. When a Gate spawns, you may discard 2 Spells to discard that Gate and each Monster on that space.",
Unique Ally,Antarctic Guide,Mountains of Madness,"Once per round, if you are on a space on the Antarctica side board, you may reroll 1 die when resolving a test, except when resolving an Other World Encounter.",
Unique Ally — Character,Basil Elton,The Dreamlands,"Roll 1 additional die when resolving a test if you are on a space containing a Gate. Action: Move 1 space along a Ship path, then perform 1 additional action.",
Unique Ally — Character,Constance Hawberk,Mountains of Madness,"When you gain this card from the deck, improve influence. Reckoning: Gain 1 random Weapon Asset from the deck.",
Unique Ally — Character,Corinna Jones,Signs of Carcosa,"Roll 1 additional die when resolving an influence or observation test. When you gain this card from the deck, gain 1 Talent Condition.",
Unique Ally — Character,Danforth,Mountains of Madness,"When you gain this card from the deck, improve will. Once per round, you may spend 1 Focus to prevent yourself from losing up to 2 Sanity.",
Unique Ally,Dog Sled,Mountains of Madness,Action: Move to an adjacent space on the Antarctica side board. Then perform 1 additional action.,
Unique Ally — Character,Dr. Ali Kafour,Masks of Nyarlathotep,"When this card enters play, gain 1 Relic Unique Asset. Gain +2 lore and +2 observation.",
Unique Ally — Character,Dr. Hiram Upham,Mountains of Madness,"When you gain this card from the deck, gain 2 Clues. Action: You may spend 2 Clues to discard 1 Monster of your choice on a space containing a Gate.",
Unique Ally,Duke,Cities in Ruin,"Once per round, you may reroll 1 die when resolving a test. When you perform a Rest action, recover 1 additional Sanity.",
Unique Ally — Character,Enoch Bowen,Under the Pyramids,"When you gain this card from the deck, close 1 Gate of your choice on any space. Roll 1 additional die when resolving a lore or will test.",
Unique Ally — Character,Erich Weiss,Under the Pyramids,Roll 1 additional die when resolving a Lore or Observation test. You cannot become Delayed or gain a Detained Condition unless you choose to.,
Unique Ally — Character,Esteban Herrero,Mountains of Madness,"When you gain this card from the deck, improve observation. Once per round, during the Action Phase, you may trade possessions with each other investigator on your space.",
Unique Ally — Character,Etienne Laurent,Strange Remnants,"You may add 1 success to your test result when resolving an influence test during an Acquire Assets action. Once per round, during the Action Phase, you may discard 1 card from the reserve.",
Unique Ally — Character,Father Merluzzo,Mountains of Madness,"Once per round, you may add 1 success to your test result when resolving a will test during a Combat Encounter. Reckoning: Roll 1 die. On a 4, 5, or 6, gain a Blessed Condition.",
Unique Ally — Character,Granny Orne,Signs of Carcosa,"You may add 1 to the result of 1 die when resolving a test during a Research Encounter. Once per round, you may spend 1 fewer Clue to pay for an effect.",
Unique Ally — Character,Halpin Chalmers,Under the Pyramids,"When you gain this card from the deck, gain 1 Relic Unique Asset. Action: Move 1 space along an Uncharted pathUncharted path. Then perform 1 additional action.",
Unique Ally — Character,Henry Wilcox,Mountains of Madness,"You and other investigators on your space roll 1 additional die when resolving tests during Other World Encounters. After resolving an Other World Encounter, if you did not close that Gate, gain Clue 1 Clue.",
Unique Ally — Character,Hildred Castaigne,Signs of Carcosa,"When you gain this card from the deck, gain Clue 5 Clues. Reckoning: Castaigne's behavior grows erratic. Flip this card.",
Unique Ally — Character,Jack Brady,Masks of Nyarlathotep,"When you gain this card from the deck, gain Clue 3 Clues. After resolving an Expedition Encounter or Mystic Ruins Encounter, gain 1 Relic Unique Asset.",
Unique Ally — Character,Jake Williams,Masks of Nyarlathotep,"When you gain this card from the deck, improve Strength. Once per round, during the Action Phase, you may shuffle the Expedition Encounters deck and/or the Mystic Ruins Encounter deck.",
Unique Ally — Character,Kid O'Brien,Mountains of Madness,"Once per round, you may add 1 success to your test result when resolving a Strength test during a Combat Encounter. Reduce the damage of Monsters you encounter by 1 to a minimum of 1.",
Unique Ally,Miss Doyle,The Dreamlands,"When you gain this card from the deck, gain Clue 5 Clues. You may spend 1 Clue to add 1 success to your test result when resolving a test on the Dreamlands side board.",
Unique Ally — Character,Professor Armitage,Mountains of Madness,"When you gain this card from the deck, gain 1 Spell. Once per round, you may add 1 success to your test result when resolving a Lore test as part of a Spell effect.",
Unique Ally — Character,Professor Morgan,Cities in Ruin,"When you gain this card from the deck, gain 2 Task Unique Assets, then discard 1 of them. When another effect causes you to place a token on a Task Asset, place 1 additional token of that type on that card.",
Unique Ally — Character,Professor Rice,Strange Remnants,"When you gain this card from the deck, gain 1 Relic Unique Asset. After resolving an Expedition Encounter or a Mystic Ruins Encounter, gain Clue 1 Clue.",
Unique Ally — Character,Randolph Carter,The Dreamlands,"Gain +2 Lore and +2 Will. Once per round, during the Action Phase, you may reveal the top Gate in the Gate stack. If you do, you may put it on the bottom of the Gate stack.",
Unique Ally — Character,Sir William Brinton,Mountains of Madness,"Gain +1 Will and +1 Observation. After resolving a Research Encounter, recover Sanity 1 Sanity.",
Unique Ally — Character,The Messenger,Masks of Nyarlathotep,"When you gain this card from the deck, gain up to Eldritch token 3 Eldritch tokens. Once per round, you may spend 1 Eldritch token to reroll up to two dice.",
Unique Ally — Character,William Dyer,Mountains of Madness,"When you gain this card from the deck, gain Clue 2 Clues. You may spend 1 Clue to add 1 success to your test result when resolving a test on the Antarctica side board.",
Unique Ally — Magical Relic,Wooden Puppet,Under the Pyramids,"Once per round, you may reroll 1 die when resolving a test. Reckoning: The puppet acts on its own. Flip this card.",
,,,,
Items,,,,
Category,Name,Expansion,Main Effect (Front),
Trinket — Weapon,.18 Derringer,Core,You may add 1 to the result of 1 die when resolving a Strength test during a Combat Encounter.,
Item — Weapon,.25 Automatic,Signs of Carcosa,Roll 1 additional die when resolving a Strength test during a Combat Encounter.,
Item — Weapon,.32 Colt Pocket,Under the Pyramids,Roll 1 additional die when resolving a Strength during a Combat Encounter. You may reroll 1 die when resolving a Strength test during a Combat Encounter,
Item — Weapon,.38 Revolver,Core,Gain +2 Strength during Combat Encounters.,
Item — Weapon,.45 Automatic,Core,Gain +3 Strength during Combat Encounters.,
Item — Weapon,.45 Colt Revolver,Forsaken Lore,"Once per round, you may gain +3 Strength during a Combat Encounter.",
Item — Magical,Alchemical Concoction,The Dreamlands,You may discard this card to gain +5 Strength during a Combat Encounter.,
Item — Relic Tome,Ancient Tome,Under the Pyramids,"Action: You study the words of the long dead language (Lore). If you pass, you may spend Sanity 1 Sanity to gain Clue 1 Clue, 1 Spell, or 1 Task Unique Asset.",
Item — Relic,Ankh,Under the Pyramids,Gain +2 Lore when resolving Spell effects. Gain +2 Will when resolving Combat Encounters.,
Item — Magical Weapon,Arcane Blade,Strange Remnants,Gain +2 Strength when resolving Combat Encounters. Gain +2 Lore when resolving Spell effects.,
Item — Tome,Arcane Manuscripts,Core,Gain +1 Lore when resolving Spell effects.,
Item — Tome,Arcane Sutra,Cities in Ruin,Gain +2 Lore when resolving Spell effects. You may reroll 2 dice with matching results when resolving a Lore test as part of a Spell effect.,
Item — Tome,Arcane Tome,Core,"Gain +2 Lore when resolving Spell effects. When you perform a Rest action, you may test Lore. If you pass, gain 1 Spell.",
Item — Tome,Astronomy Guidebook,Mountains of Madness,"When you close a Gate during an Other World Encounter, recover Sanity 1 Sanity and gain Clue 1 Clue.",
Item — Weapon,Axe,Core,Gain +2 Strength during Combat Encounters. You may spend Sanity 2 Sanity to reroll any number of dice when resolving a Strength test during a Combat Encounter.,
Item,Bandages,Core,You may discard this card to prevent an investigator on your space from losing up to Health 2 Health.,
Item — Magical Relic Weapon,Blessed Blade,Masks of Nyarlathotep,"When you gain this card from the deck or reserve, gain 1 Boon Conditions. Gain +3 Strength during Combat Encounters.",
Item — Weapon,Blunderbuss,Mountains of Madness,"When resolving a Combat Encounter, you may gain +2 Strength. If you do, each 6 you roll when resolving a Strength test during a Combat Encounter counts as 2 successes and each 1 negates 1 success.","Rulings, Clarifications, and Reminders If you choose to gain the bonus, but apply a different, higher bonus, 6's and 1's will still be affected.[1]"
Item — Tome,Book of Spells,Under the Pyramids,"When you gain this card from the deck or reserve, gain 2 Spells and discard 1 of them. Gain +2 Lore when resolving Spell effects.",
Item — Weapon,Bull Whip,Core,Gain +1 Strength during Combat Encounters. You may reroll 1 die when resolving a Strength test during a Combat Encounter.,
Item,Camera,The Dreamlands,"Once per round, when you spend a Clue, you may gain 1 Clue.",
Item — Weapon,Carbine Rifle,Core,"Once per round, you may gain +5 Strength during a Combat Encounter.",
Item,Chainsaw,Masks of Nyarlathotep,Gain +3 Strength during Combat Encounters. Each 6 you roll when resolving a Strength test during a Combat Encounter counts as 2 successes.,
Item — Magical Tome,Cultist's Journal,Mountains of Madness,Gain +2 Will and +2 Strength during Combat Encounters.,
Item — Weapon,Double-barreled Shotgun,Core,Gain +4 Strength during Combat Encounters. Each 6 you roll when resolving a Strength test during a Combat Encounter counts as 2 successes.,
Item — Tome,Dream Diary,The Dreamlands,"Gain +1 Lore during Other World Encounters. When you perform a Rest action, spawn 1 Clue.",
Item — Weapon,Dynamite,Core,Action: You may discard this card to cause each Monster on your space to lose 3 Health.,
Item — Magical Weapon,Enchanted Blade,Forsaken Lore,Gain +1 Will and +3 Strength during Combat Encounters.,
Item — Magical Weapon,Enchanted Bow,The Dreamlands,Gain +3 Strength during Combat Encounters. Action: A Monster of your choice on your space loses Health 1 Health.,
Item — Magical Weapon,Enchanted Cane,Signs of Carcosa,Gain +3 Strength during Combat Encounters.,
Item — Magical Weapon,Enchanted Dagger,Under the Pyramids,Gain +2 Strength during Combat Encounters.,
Item — Magical Relic,Enchanted Jewelry,Masks of Nyarlathotep,"If you would lose Sanity, you may spend 1 Focus to prevent 2 of that Sanity loss.",
Item — Magical Relic Weapon,Expert's Blade,Masks of Nyarlathotep,"When you gain this card from the deck or reserve, gain 1 Talent Condition. Gain +2 Strength during Combat Encounters.",
Item,Fine Clothes,Core,Each 6 you roll when performing an Acquire Assets action counts as 2 successes.,
Item,Fishing Net,Core,You may reroll 1 die when resolving a Strength test during a Combat Encounter. Reduce the damage of Monsters you encounter by 1 to a minimum of 1.,
Item — Weapon,Flamethrower,Signs of Carcosa,Gain +5 Strength during Combat Encounters. Reduce the damage of Monsters you encounter by 1 to a minimum of 1.,
Item — Tome,Forbidden Secrets,Cities in Ruin,"Gain +1 Will during Combat Encounters. When you resolve a Will test during a Combat Encounter, if you do not lose Sanity Sanity, gain Clue 1 Clue.",
Item — Tome,Forbidden Text,The Dreamlands,Gain +1 Will. Gain +2 Will during Combat Encounters.,
Item,Fresh Fruit,Forsaken Lore,"When you perform a Rest action, you may discard this card to recover 1 additional Health and 1 additional Sanity.",
Item — Weapon,Gatling Gun,Cities in Ruin,Gain +5 Strength during Combat Encounters. You may reroll 2 dice with matching results when resolving a Strength test during a Combat Encounter.,
Item — Tome,Grim Lexicon,Masks of Nyarlathotep,"When you gain this card from the deck or reserve, gain Clue 1 Clue. Reduce the horror of Monsters you encounter by 1 to a minimum of 1.",
Item — Tome,Grotesque Compendium,Masks of Nyarlathotep,Gain +4 Lore when resolving Spell effects. Each 6 you roll when resolving a Spell effect counts as two successes.,
Item,Handcuffs,Strange Remnants,"Before resolving the Strength test during a Combat Encounter, you may spend Focus 1 Focus to defeat that Monster if it has toughness 2 or less.","Rulings, Clarifications, and Reminders Handcuffs cannot be used while encountering a Colour Out of Space or a Ghost which do not have a Strength test, but can be used to defeat a Cultist of Nephren-Ka which has a Lore test in place of its Strength test.[1]"
Item,Holy Cross,Core,Gain +2 Will during Combat Encounters.,
Item — Magical Relic Weapon,Holy Spear,Strange Remnants,Gain +4 Strength during Combat Encounters.,
Item — Magical,Holy Water,Core,You may discard this card to gain +5 Will and +5 Strength during a Combat Encounter. Action: You may discard this card to choose an investigator on your space. That investigator gains a Blessed Condition.,
Item,Kerosene,Core,You may discard this card to gain +5 Strength during a Combat Encounter.,
Item — Tome,King James Bible,Core,"You may reroll 1 die when resolving a Will test during a Combat Encounter. When you perform a Rest action, recover 1 additional Sanity.",
Item,Lantern,Forsaken Lore,"Once per round, you may roll 1 additional die when resolving a test.",
Item — Tome,Map of the Ley Lines,Mountains of Madness,"Gain +1 Lore and +1 Will. Once per round, you may reroll 1 die when resolving a test during an Other World Encounter.",
Item — Weapon,Mauser C96,Cities in Ruin,Gain +2 Strength during Combat Encounters. You may reroll 1 die when resolving a Strength test during a Combat Encounter.,
Item — Tome,Medical Journal,Strange Remnants,"You may reroll 1 die when resolving a Strength test as part of an Illness or Injury Condition effect. When you perform a Rest action, recover 1 additional Health Health.",
Item — Tome,Mysterious Tome,Strange Remnants,"When you spend a Focus to reroll a die when resolving a Lore or Will test, you may reroll up to 2 dice instead.",
Item — Tome,Mystic Scroll,Cities in Ruin,You may reroll 1 die when resolving a Lore test.,
Item — Tome,Mystic Tome,Masks of Nyarlathotep,"When you gain this card from the deck or reserve, gain 2 Spells, then discard 1 Spell. When you perform a Rest action, recover 1 additional Sanity.",
Item — Tome,Occult Grimoire,The Dreamlands,Gain +3 Lore when resolving Spell effects. Reduce the horror of Monsters you encounter by 1 to a minimum of 1.,
Item — Tome,Occult Scripture,Cities in Ruin,"When you gain this card from the deck or reserve, gain 2 Clues. Whenever you gain a Clue during a Research Encounter, spawn 1 Clue.",
Item — Tome,Occult Tablet,Masks of Nyarlathotep,"Gain +3 Lore when resolving Spell effects. When you undertake a Rest action, you may test Lore. If you pass, you may spend 1 Sanity to gain 1 Clue.",
Item — Tome,Occult Text,Signs of Carcosa,Gain +1 Will during Combat Encounters. Monsters you encounter lose Physical Resistance.,
Item — Tome,Opus Arcana,Strange Remnants,Gain +1 Lore. Gain +2 Lore when resolving Spell effects.,
Item — Tome,Otherworld Codex,The Dreamlands,Gain +1 Lore and +1 Will. Play with the top Gate in the Gate stack revealed.,
Item,Police Ledger,Forsaken Lore,"When you perform a Rest action, you may attempt to decipher the ledger (Observation). If you pass, you may discard this card to gain Clue 1 Clue.",
Item — Tome,Profane Tome,Mountains of Madness,You may reroll 1 die when resolving a Will test during a Combat Encounter,
Item,Protective Amulet,Core,Gain +1 Will during Combat Encounters.,
Item — Magical Relic,Protective Totem,Masks of Nyarlathotep,"Once per round, if you would lose 2 or more Health and/or Sanity, prevent 1 of that loss.",
Item — Magical Weapon,Ritual Dagger,Strange Remnants,"Once per round, you may gain +1 Lore when resolving a Spell effect or +2 Strength when resolving a Combat Encounter.",
Item — Tome,Scribe's Journal,Under the Pyramids,Effects cannot cause you to discard your Clues or Spells unless you choose to.,
Item — Tome,Scroll of Secrets,Masks of Nyarlathotep,"When you gain this card from the deck or reserve, gain 1 Clue. Gain +2 Lore when resolving Spell effects.",
Item — Tome,Secret Page,Mountains of Madness,"Gain +1 Lore when resolving Spell effects. When you gain this card from the deck or reserve, gain 1 Spell.",
Item,Sledgehammer,Under the Pyramids,Gain +1 Strength. Gain +2 Strength during Combat Encounters.,
Item — Magical Weapon,Spirit Dagger,Core,Gain +1 Will and +2 Strength during Combat Encounters.,
Item — Weapon,Tear Gas,Forsaken Lore,"You may discard this card to reroll up to 2 dice when resolving a Strength test during a Combat Encounter. In addition, reduce the Monster's damage by 2 to a minimum of 1.",
Item — Magical Weapon,Timeworn Brand,Masks of Nyarlathotep,Gain +1 Strength during Combat Encounters. You may reroll 1 die when resolving a Strength check during a Combat Encounter.,
Item — Tome,Tome of Horrors,Mountains of Madness,Gain +2 Will during Combat Encounters. Reduce the horror of Monsters you encounter by 1 to a minimum of 1.,
Item — Tome,Tome of Secrets,Strange Remnants,"Once per round, you may spend Focus 1 Focus in place of spending Clue 1 Clue. When you perform a Focus action, recover Sanity 1 Sanity.",
Item — Weapon,Tommy Gun,Signs of Carcosa,Gain +4 Strength during Combat Encounters.,
Item — Magical Relic,Vampiric Talisman,Masks of Nyarlathotep,"Gain +2 Strength during Combat Encounters. When you defeat a Monster during a Combat Encounter, gain 1 Focus.",
Item,Whiskey,Core,You may discard this card to prevent an investigator on your space from losing up to 2 Sanity.,
Item — Weapon,Winchester Rifle,Cities in Ruin,"Once per round, you may gain +4 Strength during a Combat Encounter.",
,,,,
Unique Items,,,,
Category,Name,Expansion,,
Item,Agency Secrets,Cities in Ruin,"Action: Test Influence. If you pass, you strike a deal with the Agency to assist one another; flip this card.",
Item — Relic Tome,Ancient Scroll,Masks of Nyarlathotep,"When you gain this card from the deck, improve Lore.
Once per round, when you pass a Lore test as part of a Spell effect, flip this card.",
Item — Magical Relic Weapon,Ancient Sword,Strange Remnants,"Gain +3 Strength during Combat Encounters.
When you defeat a Monster during a Combat Encounter, flip this card.",
Item — Magical Relic,Canopic Jar,Under the Pyramids,"When you perform a Rest action, the spirits of the dead whisper to you (Will -1). If you pass, flip this card.",
Item — Tome,Cryptic Text,Under the Pyramids,"Action: You attempt to decipher a cryptic message in the text (Lore). If you pass, you uncover secrets that could alter the fate of humanity; flip this card.",
Item — Magical Relic,Cursed Tablet,Under the Pyramids,"When you gain this card from the deck, improve 1 skill of your choice.
Action: You invoke the tablet's power, but at what cost? Flip this card.",
Item — Magical,Eye of Darkness,Masks of Nyarlathotep,"When you gain or spend an Eldritch token to reroll a die, you may reroll 1 other die.",
Item — Magical,Eye of Light,Masks of Nyarlathotep,"Once per round, you may spend 1 Eldritch token to reroll 1 die when resolving a test.",
Item,Flux Stabilizer,The Dreamlands,"If a Gate would spawn on your space, discard that Gate instead.
Action: Move 1 Monster on your space to an adjacent space.",
Item — Relic,Fossilized Samples,Under the Pyramids,"When you perform a Rest action, you may examine the fossils (Observation). If you pass, flip this card.",
Item — Magical Relic,Lost Treasure,Strange Remnants,"You may discard this card to add 3 successes to your test result during an Acquire Assets action.
When you perform a Rest action, you may examine the intricate markings (Observation -1). If you pass, flip this card.",
Item — Magical Relic,Mysterious Idol,Strange Remnants,"When you gain this card from the deck, gain 1 Clue.
Reckoning: The idol reveals its true purpose to you. Flip this card.",
Item — Tome,Mythos Codex,The Dreamlands,"Action: You muster the courage to look upon the secrets of the universe (Will). If you pass, the pages contain knowledge your mind can hardly fathom; flip this card.",
Item — Tome,Old Journal,Mountains of Madness,"Action: Test Observation. If you pass, you discover information that may prove useful to your cause; flip this card.",
Item — Magical Relic,Perplexing Idol,Masks of Nyarlathotep,"When you gain this card from the deck, gain 3 Clues.
Reckoning: The idol's features seem to fluctuate as the stars move overhead. Flip this card.",
Item — Magical Relic,Pharaonic Mask,Under the Pyramids,"You may perform the action abilities of other investigators on the game board.
Reckoning: You hear the whispers of the pharaohs from the past. Flip this card.",
Item,Provisions,Mountains of Madness,"When you perform a Rest action, you may discard this card to recover 1 additional Health and 1 additional Sanity.",
Item — Magical Relic,Stone Calendar,Strange Remnants,"When you gain this card from the deck, you may move the Omen counterclockwise by 1 without advancing Doom.
Reckoning: The alignment of the stars is right. Flip this card.",
Item — Relic,Stone Chest,Strange Remnants,"When you perform a Rest action, you may attempt to pry open the chest (Strength). If you pass, flip this card.",
Item — Relic,Stone Tablet,Strange Remnants,"When you perform a Rest action, you may attempt to decipher the carvings on the tablet (Lore -1). If you pass, flip this card.",
Item — Relic,Tablet Shards,Masks of Nyarlathotep,"When you perform a Rest action, you may attempt to piece together the tablet shards (Observation -1). If you pass, flip this card.",
,,,,
Artifacts,,,,
Category,Name,Expansion,,
Item,Alien Device,Mountains of Madness,"Gain +3 Lore when resolving Spell effects.
You may spend 1 Sanity to reroll any number of dice when resolving a Lore test as part of a Spell effect.",
Item — Tome,Black Book,Masks of Nyarlathotep,"Gain +2 to all skills if you have a Dark Pact Condition.
Action: You may gain a Dark Pact to discard any number of other Conditions and all of your Eldritch tokens.",
